time,lat,lon
2021-10-27 02:05:00.008,55.3000,-161.8600
2021-10-27 02:10:00.008,55.3800,-161.9400
2021-10-27 02:12:30.008,55.3000,-161.9000
2021-10-27 02:17:30.008,55.3400,-161.8800
2021-10-27 02:20:00.008,55.3400,-161.9200
2021-10-27 02:25:00.008,55.3600,-161.8800
2021-10-27 02:30:00.008,55.3200,-161.9400
2021-10-27 02:40:00.008,55.3800,-161.9000
2021-10-27 02:45:00.008,55.2200,-161.6600
2021-10-27 02:55:00.008,55.4200,-161.8400
